timestamp,date,time,temp,device_code,serial_number,mode_code
1739304269,2025-02-11,20:04:29,31.9,RC-5+,EFI241107334,TLC30A08B
1739304279,2025-02-11,20:04:39,31.9,RC-5+,EFI241107334,TLC30A08B
1739304289,2025-02-11,20:04:49,31.9,RC-5+,EFI241107334,TLC30A08B
1739304299,2025-02-11,20:04:59,31.9,RC-5+,EFI241107334,TLC30A08B
1739304309,2025-02-11,20:05:09,31.9,RC-5+,EFI241107334,TLC30A08B
1739304319,2025-02-11,20:05:19,31.9,RC-5+,EFI241107334,TLC30A08B
1739304329,2025-02-11,20:05:29,31.9,RC-5+,EFI241107334,TLC30A08B
1739304339,2025-02-11,20:05:39,31.9,RC-5+,EFI241107334,TLC30A08B
1739304349,2025-02-11,20:05:49,31.9,RC-5+,EFI241107334,TLC30A08B
1739304359,2025-02-11,20:05:59,31.8,RC-5+,EFI241107334,TLC30A08B
1739304369,2025-02-11,20:06:09,31.8,RC-5+,EFI241107334,TLC30A08B
1739304379,2025-02-11,20:06:19,31.8,RC-5+,EFI241107334,TLC30A08B
1739304389,2025-02-11,20:06:29,31.8,RC-5+,EFI241107334,TLC30A08B
1739304399,2025-02-11,20:06:39,31.8,RC-5+,EFI241107334,TLC30A08B
1739304409,2025-02-11,20:06:49,31.8,RC-5+,EFI241107334,TLC30A08B
1739304419,2025-02-11,20:06:59,31.8,RC-5+,EFI241107334,TLC30A08B
1739304429,2025-02-11,20:07:09,31.8,RC-5+,EFI241107334,TLC30A08B
1739304439,2025-02-11,20:07:19,31.8,RC-5+,EFI241107334,TLC30A08B
1739304449,2025-02-11,20:07:29,31.8,RC-5+,EFI241107334,TLC30A08B
1739304459,2025-02-11,20:07:39,31.8,RC-5+,EFI241107334,TLC30A08B
1739304469,2025-02-11,20:07:49,31.7,RC-5+,EFI241107334,TLC30A08B
1739304479,2025-02-11,20:07:59,31.7,RC-5+,EFI241107334,TLC30A08B
1739304489,2025-02-11,20:08:09,31.7,RC-5+,EFI241107334,TLC30A08B
1739304499,2025-02-11,20:08:19,31.7,RC-5+,EFI241107334,TLC30A08B
1739304509,2025-02-11,20:08:29,31.7,RC-5+,EFI241107334,TLC30A08B
1739304519,2025-02-11,20:08:39,31.7,RC-5+,EFI241107334,TLC30A08B
1739304529,2025-02-11,20:08:49,31.7,RC-5+,EFI241107334,TLC30A08B
1739304539,2025-02-11,20:08:59,31.7,RC-5+,EFI241107334,TLC30A08B
1739304549,2025-02-11,20:09:09,31.7,RC-5+,EFI241107334,TLC30A08B
1739304559,2025-02-11,20:09:19,31.7,RC-5+,EFI241107334,TLC30A08B
1739304569,2025-02-11,20:09:29,31.7,RC-5+,EFI241107334,TLC30A08B
1739304579,2025-02-11,20:09:39,31.7,RC-5+,EFI241107334,TLC30A08B
1739304589,2025-02-11,20:09:49,31.7,RC-5+,EFI241107334,TLC30A08B
1739304599,2025-02-11,20:09:59,31.6,RC-5+,EFI241107334,TLC30A08B
1739304609,2025-02-11,20:10:09,31.6,RC-5+,EFI241107334,TLC30A08B
1739304619,2025-02-11,20:10:19,31.6,RC-5+,EFI241107334,TLC30A08B
1739304629,2025-02-11,20:10:29,31.6,RC-5+,EFI241107334,TLC30A08B
1739304639,2025-02-11,20:10:39,31.6,RC-5+,EFI241107334,TLC30A08B
1739304649,2025-02-11,20:10:49,31.6,RC-5+,EFI241107334,TLC30A08B
1739304659,2025-02-11,20:10:59,31.6,RC-5+,EFI241107334,TLC30A08B
1739304669,2025-02-11,20:11:09,31.6,RC-5+,EFI241107334,TLC30A08B
1739304679,2025-02-11,20:11:19,31.6,RC-5+,EFI241107334,TLC30A08B
1739304689,2025-02-11,20:11:29,31.6,RC-5+,EFI241107334,TLC30A08B
1739304699,2025-02-11,20:11:39,31.6,RC-5+,EFI241107334,TLC30A08B
1739304709,2025-02-11,20:11:49,31.5,RC-5+,EFI241107334,TLC30A08B
1739304719,2025-02-11,20:11:59,31.5,RC-5+,EFI241107334,TLC30A08B
1739304729,2025-02-11,20:12:09,31.5,RC-5+,EFI241107334,TLC30A08B
1739304739,2025-02-11,20:12:19,31.5,RC-5+,EFI241107334,TLC30A08B
1739304749,2025-02-11,20:12:29,31.5,RC-5+,EFI241107334,TLC30A08B
1739304759,2025-02-11,20:12:39,31.5,RC-5+,EFI241107334,TLC30A08B
1739304769,2025-02-11,20:12:49,31.5,RC-5+,EFI241107334,TLC30A08B
1739304779,2025-02-11,20:12:59,31.5,RC-5+,EFI241107334,TLC30A08B
1739304789,2025-02-11,20:13:09,31.5,RC-5+,EFI241107334,TLC30A08B
1739304799,2025-02-11,20:13:19,31.5,RC-5+,EFI241107334,TLC30A08B
1739304809,2025-02-11,20:13:29,31.5,RC-5+,EFI241107334,TLC30A08B
1739304819,2025-02-11,20:13:39,31.4,RC-5+,EFI241107334,TLC30A08B
1739304829,2025-02-11,20:13:49,31.4,RC-5+,EFI241107334,TLC30A08B
1739304839,2025-02-11,20:13:59,31.4,RC-5+,EFI241107334,TLC30A08B
1739304849,2025-02-11,20:14:09,31.4,RC-5+,EFI241107334,TLC30A08B
1739304859,2025-02-11,20:14:19,31.4,RC-5+,EFI241107334,TLC30A08B
1739304869,2025-02-11,20:14:29,31.4,RC-5+,EFI241107334,TLC30A08B
1739304879,2025-02-11,20:14:39,31.4,RC-5+,EFI241107334,TLC30A08B
1739304889,2025-02-11,20:14:49,31.4,RC-5+,EFI241107334,TLC30A08B
1739304899,2025-02-11,20:14:59,31.4,RC-5+,EFI241107334,TLC30A08B
1739304909,2025-02-11,20:15:09,31.4,RC-5+,EFI241107334,TLC30A08B
1739304919,2025-02-11,20:15:19,31.4,RC-5+,EFI241107334,TLC30A08B
1739304929,2025-02-11,20:15:29,31.4,RC-5+,EFI241107334,TLC30A08B
